user_id,tenant_id,title_name,first_name,last_name,display_name,line_user_id,email,phone_number,citizen_type,role_id,is_active,last_login_at,created_at,updated_at
00000001-0000-0000-0000-000000000011,00000000-0000-0000-0000-000000000001,นาง,พัชรี,เพชรรัตน์,พัชรี เพชรรัตน์,Uofficer0011,officer0011@bma.go.th,26960453,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000012,00000000-0000-0000-0000-000000000001,นางสาว,ปิยะ,ชัยมงคล,ปิยะ ชัยมงคล,Uofficer0012,officer0012@bma.go.th,29961380,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-02 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000013,00000000-0000-0000-0000-000000000001,นาย,นภา,ชื่นใจ,นภา ชื่นใจ,Uofficer0013,officer0013@bma.go.th,24684531,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000014,00000000-0000-0000-0000-000000000001,นาง,ประกิต,มีสุข,ประกิต มีสุข,Uofficer0014,officer0014@bma.go.th,26292423,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-13 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000015,00000000-0000-0000-0000-000000000001,นาง,สุภาพร,มั่นคง,สุภาพร มั่นคง,Uofficer0015,officer0015@bma.go.th,24567281,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-05 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000016,00000000-0000-0000-0000-000000000001,นาง,อำนาจ,ชื่นใจ,อำนาจ ชื่นใจ,Uofficer0016,officer0016@bma.go.th,23342608,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-18 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000017,00000000-0000-0000-0000-000000000001,นางสาว,บุญเรือง,ยืนยง,บุญเรือง ยืนยง,Uofficer0017,officer0017@bma.go.th,27700828,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-14 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000018,00000000-0000-0000-0000-000000000001,นาย,ประยุทธ,สุดสวย,ประยุทธ สุดสวย,Uofficer0018,officer0018@bma.go.th,21790481,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-29 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000019,00000000-0000-0000-0000-000000000001,นาย,กมลา,พรมมา,กมลา พรมมา,Uofficer0019,officer0019@bma.go.th,27455324,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-13 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000020,00000000-0000-0000-0000-000000000001,นางสาว,พัชรี,ทองคำ,พัชรี ทองคำ,Uofficer0020,officer0020@bma.go.th,22921859,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000021,00000000-0000-0000-0000-000000000001,นางสาว,ยุพิน,สว่างใจ,ยุพิน สว่างใจ,Uofficer0021,officer0021@bma.go.th,25924115,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-12 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000022,00000000-0000-0000-0000-000000000001,นาย,พัชรี,วงศ์สมบูรณ์,พัชรี วงศ์สมบูรณ์,Uofficer0022,officer0022@bma.go.th,29517485,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-27 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000023,00000000-0000-0000-0000-000000000001,นาย,มงคล,ศรีสุข,มงคล ศรีสุข,Uofficer0023,officer0023@bma.go.th,23564217,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-14 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000024,00000000-0000-0000-0000-000000000001,นาย,จิตรา,ทองคำ,จิตรา ทองคำ,Uofficer0024,officer0024@bma.go.th,29197443,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-25 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000025,00000000-0000-0000-0000-000000000001,นาย,มานะ,ศรีสุข,มานะ ศรีสุข,Uofficer0025,officer0025@bma.go.th,25041154,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-05-28 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000026,00000000-0000-0000-0000-000000000001,นางสาว,พิมพ์ใจ,บุญถม,พิมพ์ใจ บุญถม,Uofficer0026,officer0026@bma.go.th,29937326,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-01 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000027,00000000-0000-0000-0000-000000000001,นาย,ประยุทธ,ศรีวิชัย,ประยุทธ ศรีวิชัย,Uofficer0027,officer0027@bma.go.th,25446912,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-09 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000028,00000000-0000-0000-0000-000000000001,นางสาว,ศิริ,มั่นคง,ศิริ มั่นคง,Uofficer0028,officer0028@bma.go.th,26229731,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-13 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000029,00000000-0000-0000-0000-000000000001,นางสาว,ประเสริฐ,เพชรรัตน์,ประเสริฐ เพชรรัตน์,Uofficer0029,officer0029@bma.go.th,23030113,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-18 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000030,00000000-0000-0000-0000-000000000001,นาย,สุภาพร,กล้าหาญ,สุภาพร กล้าหาญ,Uofficer0030,officer0030@bma.go.th,24694634,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-25 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000031,00000000-0000-0000-0000-000000000001,นาย,สุรศักดิ์,มีสุข,สุรศักดิ์ มีสุข,Uofficer0031,officer0031@bma.go.th,21527021,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-05-29 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000032,00000000-0000-0000-0000-000000000001,นาง,สุภาพร,สุดสวย,สุภาพร สุดสวย,Uofficer0032,officer0032@bma.go.th,29143903,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000033,00000000-0000-0000-0000-000000000001,นางสาว,ประยุทธ,เจริญชัย,ประยุทธ เจริญชัย,Uofficer0033,officer0033@bma.go.th,25076817,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-31 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000034,00000000-0000-0000-0000-000000000001,นาง,วิโรจน์,ทรัพย์ดี,วิโรจน์ ทรัพย์ดี,Uofficer0034,officer0034@bma.go.th,22626229,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000035,00000000-0000-0000-0000-000000000001,นาง,สุดา,นิลสุวรรณ,สุดา นิลสุวรรณ,Uofficer0035,officer0035@bma.go.th,21908841,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000036,00000000-0000-0000-0000-000000000001,นางสาว,ประเสริฐ,แสงทอง,ประเสริฐ แสงทอง,Uofficer0036,officer0036@bma.go.th,26692553,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-05-31 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000037,00000000-0000-0000-0000-000000000001,นาย,ณัฐวุฒิ,ใจดี,ณัฐวุฒิ ใจดี,Uofficer0037,officer0037@bma.go.th,23351868,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-12 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000038,00000000-0000-0000-0000-000000000001,นาย,ปิยะ,ชื่นใจ,ปิยะ ชื่นใจ,Uofficer0038,officer0038@bma.go.th,28434500,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-05-31 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000039,00000000-0000-0000-0000-000000000001,นางสาว,อนุชา,มีสุข,อนุชา มีสุข,Uofficer0039,officer0039@bma.go.th,22564689,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-27 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000040,00000000-0000-0000-0000-000000000001,นาย,นภา,ทรัพย์ดี,นภา ทรัพย์ดี,Uofficer0040,officer0040@bma.go.th,24586084,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-29 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000041,00000000-0000-0000-0000-000000000001,นาง,วิชัย,พรมมา,วิชัย พรมมา,Uofficer0041,officer0041@bma.go.th,27550190,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-17 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000042,00000000-0000-0000-0000-000000000001,นาง,วรรณา,นิลสุวรรณ,วรรณา นิลสุวรรณ,Uofficer0042,officer0042@bma.go.th,23597059,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000043,00000000-0000-0000-0000-000000000001,นาง,พงศ์ธร,มีสุข,พงศ์ธร มีสุข,Uofficer0043,officer0043@bma.go.th,26261415,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-24 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000044,00000000-0000-0000-0000-000000000001,นาย,สุรชัย,ศรีวิชัย,สุรชัย ศรีวิชัย,Uofficer0044,officer0044@bma.go.th,21954280,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-26 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000045,00000000-0000-0000-0000-000000000001,นางสาว,พิมพ์ใจ,สิทธิ์ดี,พิมพ์ใจ สิทธิ์ดี,Uofficer0045,officer0045@bma.go.th,24946066,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-13 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000046,00000000-0000-0000-0000-000000000001,นาย,นวลจันทร์,บุญมี,นวลจันทร์ บุญมี,Uofficer0046,officer0046@bma.go.th,22375453,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-12 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000047,00000000-0000-0000-0000-000000000001,นางสาว,สุรชัย,เจริญชัย,สุรชัย เจริญชัย,Uofficer0047,officer0047@bma.go.th,25374922,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000048,00000000-0000-0000-0000-000000000001,นางสาว,สุรศักดิ์,วัฒนา,สุรศักดิ์ วัฒนา,Uofficer0048,officer0048@bma.go.th,27640184,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-21 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000049,00000000-0000-0000-0000-000000000001,นางสาว,ประเสริฐ,ศรีสุข,ประเสริฐ ศรีสุข,Uofficer0049,officer0049@bma.go.th,22217071,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-25 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000050,00000000-0000-0000-0000-000000000001,นาง,วิไล,เจริญชัย,วิไล เจริญชัย,Uofficer0050,officer0050@bma.go.th,24576135,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-09 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000051,00000000-0000-0000-0000-000000000001,นาง,ประยุทธ,ดำรง,ประยุทธ ดำรง,Uofficer0051,officer0051@bma.go.th,27199635,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-16 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000052,00000000-0000-0000-0000-000000000001,นาย,ธีรวุฒิ,ยืนยง,ธีรวุฒิ ยืนยง,Uofficer0052,officer0052@bma.go.th,26022741,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-27 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000053,00000000-0000-0000-0000-000000000001,นางสาว,อนุชา,สมบูรณ์,อนุชา สมบูรณ์,Uofficer0053,officer0053@bma.go.th,22795765,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-02 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000054,00000000-0000-0000-0000-000000000001,นางสาว,กมลา,สว่างใจ,กมลา สว่างใจ,Uofficer0054,officer0054@bma.go.th,26752576,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000055,00000000-0000-0000-0000-000000000001,นางสาว,อัญชลี,รุ่งเรือง,อัญชลี รุ่งเรือง,Uofficer0055,officer0055@bma.go.th,25213115,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-28 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000056,00000000-0000-0000-0000-000000000001,นาย,พิมพ์ใจ,นิลสุวรรณ,พิมพ์ใจ นิลสุวรรณ,Uofficer0056,officer0056@bma.go.th,21059486,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-15 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000057,00000000-0000-0000-0000-000000000001,นาย,อัญชลี,รุ่งเรือง,อัญชลี รุ่งเรือง,Uofficer0057,officer0057@bma.go.th,28175395,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-08 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000058,00000000-0000-0000-0000-000000000001,นาย,รัตนา,ชัยมงคล,รัตนา ชัยมงคล,Uofficer0058,officer0058@bma.go.th,27194416,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-07 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000059,00000000-0000-0000-0000-000000000001,นางสาว,กมลา,นิลสุวรรณ,กมลา นิลสุวรรณ,Uofficer0059,officer0059@bma.go.th,26171716,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-14 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000060,00000000-0000-0000-0000-000000000001,นาย,สุดา,มั่นคง,สุดา มั่นคง,Uofficer0060,officer0060@bma.go.th,26933742,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-01 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000061,00000000-0000-0000-0000-000000000001,นางสาว,มงคล,ทรัพย์ดี,มงคล ทรัพย์ดี,Uofficer0061,officer0061@bma.go.th,24971793,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-29 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000062,00000000-0000-0000-0000-000000000001,นาย,วิโรจน์,สิทธิ์ดี,วิโรจน์ สิทธิ์ดี,Uofficer0062,officer0062@bma.go.th,24009172,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-02 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000063,00000000-0000-0000-0000-000000000001,นาง,กนกวรรณ,ทรัพย์ดี,กนกวรรณ ทรัพย์ดี,Uofficer0063,officer0063@bma.go.th,23670896,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-05-31 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000064,00000000-0000-0000-0000-000000000001,นางสาว,อนุชา,บุญลือ,อนุชา บุญลือ,Uofficer0064,officer0064@bma.go.th,24731818,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-19 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000065,00000000-0000-0000-0000-000000000001,นาง,สุดา,ศรีสุข,สุดา ศรีสุข,Uofficer0065,officer0065@bma.go.th,21397023,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000066,00000000-0000-0000-0000-000000000001,นาย,อำนาจ,กล้าหาญ,อำนาจ กล้าหาญ,Uofficer0066,officer0066@bma.go.th,25682940,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-14 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000067,00000000-0000-0000-0000-000000000001,นางสาว,ลักขณา,สุขเกษม,ลักขณา สุขเกษม,Uofficer0067,officer0067@bma.go.th,21463060,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-22 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000068,00000000-0000-0000-0000-000000000001,นาง,ธนา,พูนสุข,ธนา พูนสุข,Uofficer0068,officer0068@bma.go.th,22818692,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-06 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000069,00000000-0000-0000-0000-000000000001,นาง,สุดา,วัฒนา,สุดา วัฒนา,Uofficer0069,officer0069@bma.go.th,27462506,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-28 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000070,00000000-0000-0000-0000-000000000001,นางสาว,ชลธิชา,รุ่งเรือง,ชลธิชา รุ่งเรือง,Uofficer0070,officer0070@bma.go.th,21028374,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-09 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000071,00000000-0000-0000-0000-000000000001,นางสาว,ชาตรี,ใจดี,ชาตรี ใจดี,Uofficer0071,officer0071@bma.go.th,22173965,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-26 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000072,00000000-0000-0000-0000-000000000001,นางสาว,อภิชาติ,บำรุงชัย,อภิชาติ บำรุงชัย,Uofficer0072,officer0072@bma.go.th,26038571,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-09 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000073,00000000-0000-0000-0000-000000000001,นาง,ศศิธร,ทรัพย์ดี,ศศิธร ทรัพย์ดี,Uofficer0073,officer0073@bma.go.th,25960271,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-08 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000074,00000000-0000-0000-0000-000000000001,นาย,ชลธิชา,ทรัพย์ดี,ชลธิชา ทรัพย์ดี,Uofficer0074,officer0074@bma.go.th,26049101,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-13 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000075,00000000-0000-0000-0000-000000000001,นางสาว,ประกิต,วงศ์สมบูรณ์,ประกิต วงศ์สมบูรณ์,Uofficer0075,officer0075@bma.go.th,24526280,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-12 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000076,00000000-0000-0000-0000-000000000001,นางสาว,มาลี,วัฒนา,มาลี วัฒนา,Uofficer0076,officer0076@bma.go.th,28418210,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000077,00000000-0000-0000-0000-000000000001,นาย,ลักขณา,ศรีวิชัย,ลักขณา ศรีวิชัย,Uofficer0077,officer0077@bma.go.th,25761145,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-09 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000078,00000000-0000-0000-0000-000000000001,นางสาว,อัญชลี,บำรุงชัย,อัญชลี บำรุงชัย,Uofficer0078,officer0078@bma.go.th,24940441,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-04 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000079,00000000-0000-0000-0000-000000000001,นาง,สิริพร,ใจดี,สิริพร ใจดี,Uofficer0079,officer0079@bma.go.th,21775337,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000002,TRUE,2026-06-18 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000080,00000000-0000-0000-0000-000000000001,นาง,วิไล,ชัยมงคล,วิไล ชัยมงคล,Uofficer0080,officer0080@bma.go.th,24262081,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-03 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000081,00000000-0000-0000-0000-000000000001,นางสาว,ปราณี,หาญกล้า,ปราณี หาญกล้า,Uofficer0081,officer0081@bma.go.th,23475836,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-06-05 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000082,00000000-0000-0000-0000-000000000001,นางสาว,สมชาย,แสงทอง,สมชาย แสงทอง,Uofficer0082,officer0082@bma.go.th,23950888,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000003,TRUE,2026-05-31 10:00,2024-01-01 08:00,2024-01-01 08:00
00000001-0000-0000-0000-000000000083,00000000-0000-0000-0000-000000000001,นางสาว,สมบัติ,ชื่นใจ,สมบัติ ชื่นใจ,Uofficer0083,officer0083@bma.go.th,23036059,เจ้าหน้าที่,aaaa0001-0000-0000-0000-000000000001,TRUE,2026-06-11 10:00,2024-01-01 08:00,2024-01-01 08:00
