"user_id","tenant_id","title_name","first_name","last_name","display_name","email","phone_number","citizen_type","role_id","is_active","last_login_at","created_at","updated_at","line_user_id"
"00000001-0000-0000-0000-000000000011","00000000-0000-0000-0000-000000000001","นาย","บุญมา","ศรีสวัสดิ์","บุญมา ศรีสวัสดิ์","boonma@bma.go.th","0812345611","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff001"
"00000001-0000-0000-0000-000000000012","00000000-0000-0000-0000-000000000001","นาง","วรรณา","เจริญสุข","วรรณา เจริญสุข","wanna@bma.go.th","0812345612","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff002"
"00000001-0000-0000-0000-000000000013","00000000-0000-0000-0000-000000000001","นาย","สมชาย","บุญรอด","สมชาย บุญรอด","somchai@bma.go.th","0812345613","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff003"
"00000001-0000-0000-0000-000000000014","00000000-0000-0000-0000-000000000001","นางสาว","พรทิพย์","วิไล","พรทิพย์ วิไล","porntip@bma.go.th","0812345614","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff004"
"00000001-0000-0000-0000-000000000015","00000000-0000-0000-0000-000000000001","นาย","อดิศร","พงษ์สวัสดิ์","อดิศร พงษ์สวัสดิ์","adisorn@bma.go.th","0812345615","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff005"
"00000001-0000-0000-0000-000000000016","00000000-0000-0000-0000-000000000001","นาง","ปราณี","ชนะชัย","ปราณี ชนะชัย","pranee@bma.go.th","0812345616","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff006"
"00000001-0000-0000-0000-000000000017","00000000-0000-0000-0000-000000000001","นาย","เอกชัย","มงคล","เอกชัย มงคล","eakchai@bma.go.th","0812345617","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff007"
"00000001-0000-0000-0000-000000000018","00000000-0000-0000-0000-000000000001","นางสาว","ดวงใจ","สุวรรณ","ดวงใจ สุวรรณ","duangjai@bma.go.th","0812345618","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff008"
"00000001-0000-0000-0000-000000000019","00000000-0000-0000-0000-000000000001","นาย","ไพรัช","อ่อนน้อม","ไพรัช อ่อนน้อม","pairat@bma.go.th","0812345619","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff009"
"00000001-0000-0000-0000-000000000020","00000000-0000-0000-0000-000000000001","นาง","สมหมาย","ดีใจ","สมหมาย ดีใจ","sommai@bma.go.th","0812345620","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff010"
"00000001-0000-0000-0000-000000000021","00000000-0000-0000-0000-000000000001","นาย","รัตนชัย","ใจเย็น","รัตนชัย ใจเย็น","rattanachai@bma.go.th","0812345621","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff011"
"00000001-0000-0000-0000-000000000022","00000000-0000-0000-0000-000000000001","นางสาว","ชลธิชา","สายทอง","ชลธิชา สายทอง","chonticha@bma.go.th","0812345622","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff012"
"00000001-0000-0000-0000-000000000023","00000000-0000-0000-0000-000000000001","นาย","ณัฐพล","สมบูรณ์","ณัฐพล สมบูรณ์","nattaphon@bma.go.th","0812345623","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff013"
"00000001-0000-0000-0000-000000000024","00000000-0000-0000-0000-000000000001","นาง","ศิริพร","นาคใหม่","ศิริพร นาคใหม่","siriporn@bma.go.th","0812345624","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff014"
"00000001-0000-0000-0000-000000000025","00000000-0000-0000-0000-000000000001","นาย","ปรีชา","อยู่ยั่งยืน","ปรีชา อยู่ยั่งยืน","preecha@bma.go.th","0812345625","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff015"
"00000001-0000-0000-0000-000000000026","00000000-0000-0000-0000-000000000001","นางสาว","มนัสนันท์","สุขสันต์","มนัสนันท์ สุขสันต์","manasnan@bma.go.th","0812345626","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff016"
"00000001-0000-0000-0000-000000000027","00000000-0000-0000-0000-000000000001","นาย","ธีรวัฒน์","พรหมดี","ธีรวัฒน์ พรหมดี","theerawat@bma.go.th","0812345627","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff017"
"00000001-0000-0000-0000-000000000028","00000000-0000-0000-0000-000000000001","นาง","ลำไย","ทรัพย์สิน","ลำไย ทรัพย์สิน","lamai@bma.go.th","0812345628","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff018"
"00000001-0000-0000-0000-000000000029","00000000-0000-0000-0000-000000000001","นาย","อภิชาติ","วงษ์มา","อภิชาติ วงษ์มา","aphichat@bma.go.th","0812345629","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff019"
"00000001-0000-0000-0000-000000000030","00000000-0000-0000-0000-000000000001","นางสาว","กัญญารัตน์","เมืองทอง","กัญญารัตน์ เมืองทอง","kanyarat@bma.go.th","0812345630","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff020"
"00000001-0000-0000-0000-000000000031","00000000-0000-0000-0000-000000000001","นาย","สุรศักดิ์","กาญจนา","สุรศักดิ์ กาญจนา","surasak@bma.go.th","0812345631","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff021"
"00000001-0000-0000-0000-000000000032","00000000-0000-0000-0000-000000000001","นาง","พัชรี","โชคดี","พัชรี โชคดี","patcharee@bma.go.th","0812345632","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff022"
"00000001-0000-0000-0000-000000000033","00000000-0000-0000-0000-000000000001","นาย","วสันต์","ศิลปกิจ","วสันต์ ศิลปกิจ","wasan@bma.go.th","0812345633","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff023"
"00000001-0000-0000-0000-000000000034","00000000-0000-0000-0000-000000000001","นางสาว","ศิริลักษณ์","บุษบา","ศิริลักษณ์ บุษบา","sirilak@bma.go.th","0812345634","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff024"
"00000001-0000-0000-0000-000000000035","00000000-0000-0000-0000-000000000001","นาย","นพดล","ชำนาญ","นพดล ชำนาญ","noppadon@bma.go.th","0812345635","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff025"
"00000001-0000-0000-0000-000000000036","00000000-0000-0000-0000-000000000001","นาง","อรวรรณ","สุขภาพ","อรวรรณ สุขภาพ","orawan@bma.go.th","0812345636","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff026"
"00000001-0000-0000-0000-000000000037","00000000-0000-0000-0000-000000000001","นาย","ชาญณรงค์","เพ็งพา","ชาญณรงค์ เพ็งพา","channarong@bma.go.th","0812345637","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff027"
"00000001-0000-0000-0000-000000000038","00000000-0000-0000-0000-000000000001","นางสาว","ลลิตา","สมัครงาน","ลลิตา สมัครงาน","lalita@bma.go.th","0812345638","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff028"
"00000001-0000-0000-0000-000000000039","00000000-0000-0000-0000-000000000001","นาย","ทศพร","พงษ์สาย","ทศพร พงษ์สาย","tossapon@bma.go.th","0812345639","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff029"
"00000001-0000-0000-0000-000000000040","00000000-0000-0000-0000-000000000001","นาง","สุดา","ชวาลา","สุดา ชวาลา","suda@bma.go.th","0812345640","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff030"
"00000001-0000-0000-0000-000000000041","00000000-0000-0000-0000-000000000001","นาย","เจษฎา","ทองแท้","เจษฎา ทองแท้","jessada@bma.go.th","0812345641","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff041"
"00000001-0000-0000-0000-000000000042","00000000-0000-0000-0000-000000000001","นางสาว","ปณิดา","ดอกไม้","ปณิดา ดอกไม้","panida@bma.go.th","0812345642","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff042"
"00000001-0000-0000-0000-000000000043","00000000-0000-0000-0000-000000000001","นาย","ปิยะ","สงบจิต","ปิยะ สงบจิต","piya@bma.go.th","0812345643","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff043"
"00000001-0000-0000-0000-000000000044","00000000-0000-0000-0000-000000000001","นาง","พรรณี","แสงทอง","พรรณี แสงทอง","pannee@bma.go.th","0812345644","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff044"
"00000001-0000-0000-0000-000000000045","00000000-0000-0000-0000-000000000001","นาย","ยุทธนา","ก้าวหน้า","ยุทธนา ก้าวหน้า","yutthana@bma.go.th","0812345645","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff045"
"00000001-0000-0000-0000-000000000046","00000000-0000-0000-0000-000000000001","นางสาว","พิชญา","ดีมาก","พิชญา ดีมาก","pitchaya@bma.go.th","0812345646","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff046"
"00000001-0000-0000-0000-000000000047","00000000-0000-0000-0000-000000000001","นาย","วุฒิชัย","ขันแข็ง","วุฒิชัย ขันแข็ง","wuttichai@bma.go.th","0812345647","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff047"
"00000001-0000-0000-0000-000000000048","00000000-0000-0000-0000-000000000001","นาง","อาภรณ์","สุขใส","อาภรณ์ สุขใส","aporn@bma.go.th","0812345648","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff048"
"00000001-0000-0000-0000-000000000049","00000000-0000-0000-0000-000000000001","นาย","ชัยวัฒน์","อุทัย","ชัยวัฒน์ อุทัย","chaiwat@bma.go.th","0812345649","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff049"
"00000001-0000-0000-0000-000000000050","00000000-0000-0000-0000-000000000001","นางสาว","กนกพร","แจ่มใส","กนกพร แจ่มใส","kanokporn@bma.go.th","0812345650","เจ้าหน้าที่","aaaa0001-0000-0000-0000-000000000003",True,NULL,"2026-06-04 13:59:46.040261","2026-06-04 13:59:46.040261","Uoff050"
"00000001-0000-0000-0000-000000000051","00000000-0000-0000-0000-000000000001","นาง","วิไลวรรณ","บุญมีโชค","วิไลวรรณ บุญมีโชค","citizen00001@example.com","821000097","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-17 17:11:00","2025-05-17 17:11:00","Ucit00001"
"00000001-0000-0000-0000-000000000052","00000000-0000-0000-0000-000000000001","นางสาว","ประเสริฐ","ศิลปกิจ","ประเสริฐ ศิลปกิจ","citizen00002@example.com","831000194","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-02 10:22:00","2025-04-02 10:22:00","Ucit00002"
"00000001-0000-0000-0000-000000000053","00000000-0000-0000-0000-000000000001","นาย","จันทร์เพ็ญ","ปานทอง","จันทร์เพ็ญ ปานทอง","citizen00003@example.com","841000291","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-16 03:33:00","2025-02-16 03:33:00","Ucit00003"
"00000001-0000-0000-0000-000000000054","00000000-0000-0000-0000-000000000001","นาง","มานะ","นาคประสิทธิ์","มานะ นาคประสิทธิ์","citizen00004@example.com","861000388","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-02 20:44:00","2025-01-02 20:44:00","Ucit00004"
"00000001-0000-0000-0000-000000000055","00000000-0000-0000-0000-000000000001","นางสาว","สุดสวย","ภักดีวงศ์","สุดสวย ภักดีวงศ์","citizen00005@example.com","871000485","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-18 13:55:00","2025-05-18 13:55:00","Ucit00005"
"00000001-0000-0000-0000-000000000056","00000000-0000-0000-0000-000000000001","นาย","พิเชษฐ","นาคประสิทธิ์","พิเชษฐ นาคประสิทธิ์","citizen00006@example.com","881000582","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-03 07:06:00","2025-04-03 07:06:00","Ucit00006"
"00000001-0000-0000-0000-000000000057","00000000-0000-0000-0000-000000000001","นาง","รัตนา","ชินวัตร","รัตนา ชินวัตร","citizen00007@example.com","891000679","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-17 00:17:00","2025-02-17 00:17:00","Ucit00007"
"00000001-0000-0000-0000-000000000058","00000000-0000-0000-0000-000000000001","นางสาว","อรทัย","ประกอบกิจ","อรทัย ประกอบกิจ","citizen00008@example.com","901000776","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-03 17:28:00","2025-01-03 17:28:00","Ucit00008"
"00000001-0000-0000-0000-000000000059","00000000-0000-0000-0000-000000000001","นาย","เกษม","วัฒนศิริ","เกษม วัฒนศิริ","citizen00009@example.com","911000873","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-19 10:39:00","2025-05-19 10:39:00","Ucit00009"
"00000001-0000-0000-0000-000000000060","00000000-0000-0000-0000-000000000001","นาง","นิรันดร์","ยิ่งยศ","นิรันดร์ ยิ่งยศ","citizen00010@example.com","921000970","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-04 03:50:00","2025-04-04 03:50:00","Ucit00010"
"00000001-0000-0000-0000-000000000061","00000000-0000-0000-0000-000000000001","นางสาว","ชนิดา","นิยมชัย","ชนิดา นิยมชัย","citizen00011@example.com","931001067","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-18 21:01:00","2025-02-18 21:01:00","Ucit00011"
"00000001-0000-0000-0000-000000000062","00000000-0000-0000-0000-000000000001","นาย","อำพล","อุดมทรัพย์","อำพล อุดมทรัพย์","citizen00012@example.com","951001164","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-04 14:12:00","2025-01-04 14:12:00","Ucit00012"
"00000001-0000-0000-0000-000000000063","00000000-0000-0000-0000-000000000001","นาง","ปัทมา","ชาติชาย","ปัทมา ชาติชาย","citizen00013@example.com","811001261","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-20 07:23:00","2025-05-20 07:23:00","Ucit00013"
"00000001-0000-0000-0000-000000000064","00000000-0000-0000-0000-000000000001","นางสาว","วีรชัย","วิไลลักษณ์","วีรชัย วิไลลักษณ์","citizen00014@example.com","821001358","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-05 00:34:00","2025-04-05 00:34:00","Ucit00014"
"00000001-0000-0000-0000-000000000065","00000000-0000-0000-0000-000000000001","นาย","สมฤดี","วิลาสินี","สมฤดี วิลาสินี","citizen00015@example.com","831001455","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-19 17:45:00","2025-02-19 17:45:00","Ucit00015"
"00000001-0000-0000-0000-000000000066","00000000-0000-0000-0000-000000000001","นาง","ปรีดา","ภูมิพัฒน์","ปรีดา ภูมิพัฒน์","citizen00016@example.com","841001552","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-05 10:56:00","2025-01-05 10:56:00","Ucit00016"
"00000001-0000-0000-0000-000000000067","00000000-0000-0000-0000-000000000001","นางสาว","วิลาวัลย์","สุนทรพิทักษ์","วิลาวัลย์ สุนทรพิทักษ์","citizen00017@example.com","861001649","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-21 04:07:00","2025-05-21 04:07:00","Ucit00017"
"00000001-0000-0000-0000-000000000068","00000000-0000-0000-0000-000000000001","นาย","ชาตรี","ประกอบกิจ","ชาตรี ประกอบกิจ","citizen00018@example.com","871001746","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-06 21:18:00","2025-04-06 21:18:00","Ucit00018"
"00000001-0000-0000-0000-000000000069","00000000-0000-0000-0000-000000000001","นาง","นงนุช","พลายงาม","นงนุช พลายงาม","citizen00019@example.com","881001843","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-20 14:29:00","2025-02-20 14:29:00","Ucit00019"
"00000001-0000-0000-0000-000000000070","00000000-0000-0000-0000-000000000001","นางสาว","เทวัญ","วโรดม","เทวัญ วโรดม","citizen00020@example.com","891001940","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-06 07:40:00","2025-01-06 07:40:00","Ucit00020"
"00000001-0000-0000-0000-000000000071","00000000-0000-0000-0000-000000000001","นาย","กาญจนา","บุญประคอง","กาญจนา บุญประคอง","citizen00021@example.com","901002037","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-22 00:51:00","2025-05-22 00:51:00","Ucit00021"
"00000001-0000-0000-0000-000000000072","00000000-0000-0000-0000-000000000001","นาง","สรรเสริญ","มีชัย","สรรเสริญ มีชัย","citizen00022@example.com","911002134","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-07 18:02:00","2025-04-07 18:02:00","Ucit00022"
"00000001-0000-0000-0000-000000000073","00000000-0000-0000-0000-000000000001","นางสาว","ปาริชาต","วงศ์สิทธิ์","ปาริชาต วงศ์สิทธิ์","citizen00023@example.com","921002231","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-21 11:13:00","2025-02-21 11:13:00","Ucit00023"
"00000001-0000-0000-0000-000000000074","00000000-0000-0000-0000-000000000001","นาย","ณรงค์","บุญคง","ณรงค์ บุญคง","citizen00024@example.com","931002328","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-07 04:24:00","2025-01-07 04:24:00","Ucit00024"
"00000001-0000-0000-0000-000000000075","00000000-0000-0000-0000-000000000001","นาง","ชุติมา","ทัศนีย์","ชุติมา ทัศนีย์","citizen00025@example.com","951002425","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-23 21:35:00","2025-05-23 21:35:00","Ucit00025"
"00000001-0000-0000-0000-000000000076","00000000-0000-0000-0000-000000000001","นางสาว","อนุสรณ์","ลิ้มสุวรรณ","อนุสรณ์ ลิ้มสุวรรณ","citizen00026@example.com","811002522","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-08 14:46:00","2025-04-08 14:46:00","Ucit00026"
"00000001-0000-0000-0000-000000000077","00000000-0000-0000-0000-000000000001","นาย","เบญจมาภรณ์","บุญมีโชค","เบญจมาภรณ์ บุญมีโชค","citizen00027@example.com","821002619","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-22 07:57:00","2025-02-22 07:57:00","Ucit00027"
"00000001-0000-0000-0000-000000000078","00000000-0000-0000-0000-000000000001","นาง","ไชยวัฒน์","เอกอุดม","ไชยวัฒน์ เอกอุดม","citizen00028@example.com","831002716","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-08 01:08:00","2025-01-08 01:08:00","Ucit00028"
"00000001-0000-0000-0000-000000000079","00000000-0000-0000-0000-000000000001","นางสาว","สาวิตรี","รักษาสัตย์","สาวิตรี รักษาสัตย์","citizen00029@example.com","841002813","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-24 18:19:00","2025-05-24 18:19:00","Ucit00029"
"00000001-0000-0000-0000-000000000080","00000000-0000-0000-0000-000000000001","นาย","ดนัย","ศิลปกิจ","ดนัย ศิลปกิจ","citizen00030@example.com","861002910","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-09 11:30:00","2025-04-09 11:30:00","Ucit00030"
"00000001-0000-0000-0000-000000000081","00000000-0000-0000-0000-000000000001","นาง","ศุภางค์","เจตนา","ศุภางค์ เจตนา","citizen00031@example.com","871003007","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-02-23 04:41:00","2025-02-23 04:41:00","Ucit00031"
"00000001-0000-0000-0000-000000000082","00000000-0000-0000-0000-000000000001","นางสาว","พงษ์ศักดิ์","ศิริเกษม","พงษ์ศักดิ์ ศิริเกษม","citizen00032@example.com","881003104","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-01-09 21:52:00","2025-01-09 21:52:00","Ucit00032"
"00000001-0000-0000-0000-000000000083","00000000-0000-0000-0000-000000000001","นาย","ณัฐวดี","มหาวงศ์","ณัฐวดี มหาวงศ์","citizen00033@example.com","891003201","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-05-25 15:03:00","2025-05-25 15:03:00","Ucit00033"
"00000001-0000-0000-0000-000000000084","00000000-0000-0000-0000-000000000001","นาง","กฤษณะ","วิลาสินี","กฤษณะ วิลาสินี","citizen00034@example.com","901003298","ประชาชน","aaaa0001-0000-0000-0000-000000000004",True,NULL,"2025-04-10 08:14:00","2025-04-10 08:14:00","Ucit00034"
